product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,58.0,443.0,2.0,3305.0,38.0,36.0
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250.0,20.0,2.0
fff0a542c3c62682f23305214eaeaa24,papelaria,23.0,146.0,3.0,300.0,30.0,10.0
d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,53.0,155.0,2.0,1500.0,39.0,12.0
7207700449f2433076d70a5b1c004eb4,consoles_games,44.0,421.0,1.0,706.0,32.0,8.0
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,53.0,524.0,1.0,1800.0,25.0,7.0
302a19dacdbb5ed2f74f9dee8126ef79,bebes,64.0,882.0,5.0,300.0,17.0,7.0
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836.0,61.0,6.0
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675.0,22.0,24.0
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55.0,613.0,1.0,550.0,16.0,10.0
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550.0,23.0,15.0
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150.0,16.0,16.0
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52.0,2515.0,1.0,188.0,20.0,16.0
a530b23a71594d0d986a30359e207762,moveis_decoracao,49.0,600.0,2.0,1400.0,65.0,12.0
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450.0,25.0,25.0
4ed86bcb86407328452ac1c5b3b89d67,bebes,59.0,255.0,2.0,500.0,30.0,8.0
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700.0,49.0,4.0
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800.0,105.0,10.0
a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800.0,28.0,12.0
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250.0,22.0,15.0
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0
b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100.0,16.0,10.0
aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500.0,19.0,13.0
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267.0,36.0,40.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0
32e12dbd1df2c2b6831ba26dc8325d1f,casa_construcao,58.0,247.0,1.0,1750.0,30.0,20.0
ba17dd83b93da33a4483ba301644f40a,relogios_presentes,60.0,394.0,6.0,250.0,16.0,2.0
6a23ae3187f1dac41b7210a8c7739d6b,moveis_decoracao,52.0,832.0,1.0,750.0,20.0,35.0
45852eb1811c96c22787d9a3cb3875dc,cama_mesa_banho,56.0,393.0,2.0,1100.0,35.0,9.0
44d958961868395bfe852e70d48081f4,brinquedos,31.0,254.0,1.0,200.0,16.0,10.0
743faa1bbabdf4abcbd2443fcc33fca9,utilidades_domesticas,41.0,687.0,2.0,950.0,27.0,30.0
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0
060ea530ba6184d49f7b1cc031c4c97e,cama_mesa_banho,54.0,383.0,1.0,950.0,50.0,5.0
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54.0,120.0,1.0,835.0,40.0,9.0
f303e2cdf0967ef1a153d12f2685d280,cama_mesa_banho,58.0,262.0,1.0,1400.0,25.0,10.0
43267ceb81c34b7d49decd624671ccfa,ferramentas_jardim,54.0,2155.0,1.0,509.0,17.0,13.0
0011c512eb256aa0dbbb544d8dffcf6e,automotivo,58.0,177.0,1.0,100.0,16.0,15.0
61a53738adc5c0e8d243553320f9ba1c,esporte_lazer,59.0,1104.0,1.0,8809.0,52.0,52.0
457953cd3ce26e8f7c9037bfb9e19b14,moveis_decoracao,56.0,296.0,2.0,1050.0,100.0,7.0
67ff96903c597ba4b1d7f668734bc3a4,construcao_ferramentas_jardim,34.0,376.0,1.0,65.0,17.0,12.0
20d672f52195d2c20168f758a77303d6,automotivo,51.0,93.0,1.0,200.0,16.0,15.0
b6665355b9d865e088250a5c8d7b36c1,brinquedos,58.0,246.0,1.0,300.0,37.0,20.0
29c131c43e662b738339aafcc0ba00fc,moveis_decoracao,32.0,926.0,1.0,600.0,17.0,17.0
21e72a490cbe93ed7aa675d2b1ae105a,informatica_acessorios,53.0,240.0,1.0,650.0,34.0,15.0
31eb78f384a585823382f8963cdf5849,papelaria,57.0,223.0,4.0,1500.0,60.0,20.0
dcfe76be1e1036cb99e5d8bdc2a1b1c9,esporte_lazer,26.0,3694.0,1.0,300.0,20.0,10.0
6c90c0f6c2d89eb816b9e205b9d6a36a,informatica_acessorios,41.0,260.0,1.0,775.0,21.0,18.0
2a9b9ab4785e67b8ff4f1e6fcba1de7e,utilidades_domesticas,44.0,919.0,2.0,1000.0,29.0,19.0
72bb19eb8886399d5a46785146792ba7,utilidades_domesticas,59.0,889.0,2.0,250.0,20.0,5.0
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57.0,455.0,3.0,10700.0,40.0,100.0
cffa43acc63e8225bb6889f3c3bd74e3,beleza_saude,57.0,991.0,1.0,217.0,17.0,13.0
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51.0,122.0,4.0,450.0,20.0,31.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0
1ac09f60f3c3bc2021c637ef23fa3248,brinquedos,31.0,735.0,3.0,600.0,20.0,20.0
5445335704bf8a32827f3bf6b9701ed9,esporte_lazer,39.0,468.0,1.0,200.0,20.0,20.0
3512f777c335f8297b5ad43416b69cf8,cama_mesa_banho,49.0,476.0,1.0,350.0,16.0,10.0
66f01f544ba693e1a1a7428caec79279,moveis_decoracao,54.0,757.0,6.0,3300.0,19.0,7.0
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60.0,473.0,1.0,600.0,30.0,4.0
f7e0b1caf4e8709c62147484d5b1aa6a,perfumaria,55.0,310.0,3.0,200.0,20.0,5.0
c2c951d6f458fe552a49dcd590bdb4a6,cama_mesa_banho,55.0,661.0,1.0,1200.0,35.0,3.0
a93ad122024312ca432da7f7b32474b4,cama_mesa_banho,48.0,267.0,1.0,1588.0,48.0,12.0
3fddda7e92c16fa45033a4373a116e00,perfumaria,45.0,650.0,1.0,75.0,11.0,11.0
b88d27345de2feed45475bb48cca74b1,papelaria,55.0,787.0,2.0,300.0,16.0,5.0
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55.0,133.0,1.0,700.0,35.0,4.0
980ecbcc15fe174ec1e5757c4d75b1bf,agro_industria_e_comercio,48.0,157.0,1.0,250.0,17.0,3.0
6d07236d4abe99b5b1cbf368971bf6e7,brinquedos,49.0,170.0,6.0,200.0,17.0,7.0
a669398f595527fc03acc1ebda6b3cce,beleza_saude,58.0,905.0,2.0,300.0,20.0,10.0
cabf8b8ae04dbb649a84f493660febbe,moveis_decoracao,54.0,553.0,1.0,1200.0,35.0,9.0
9474f3c0da0c4fd0bdf88cf6ac1b5d04,moveis_decoracao,51.0,208.0,3.0,200.0,55.0,6.0
812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0
28447390cfd2a411fcb8c008b6163da2,brinquedos,57.0,696.0,4.0,405.0,21.0,7.0
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43.0,357.0,1.0,217.0,18.0,5.0
d7205c0ebebe2744d7c2e44b6d69cc95,cama_mesa_banho,50.0,145.0,3.0,150.0,26.0,6.0
d0b9d3d449a97f582b325f11b512bfd2,livros_interesse_geral,35.0,1254.0,4.0,1833.0,17.0,17.0
d0fac709247e97e9b44a5351891ef9f3,automotivo,60.0,968.0,3.0,800.0,16.0,16.0
cec6ba506483e17644eb48ee6694f5cf,ferramentas_jardim,56.0,354.0,1.0,5050.0,21.0,35.0
aba92acbdc38cb3a656015d4fa601a23,telefonia,59.0,502.0,1.0,325.0,40.0,10.0
40f9995eecfc68f54991ca49582e9885,telefonia,60.0,816.0,1.0,150.0,27.0,5.0
189e539d996a9b8ba4bba1a140a024a7,beleza_saude,59.0,763.0,2.0,300.0,20.0,10.0
373ad61ecfb4f1bd97ce0de42d3d9f04,beleza_saude,34.0,336.0,2.0,300.0,16.0,9.0
7736ea239e147291f6adb766c992beb1,cama_mesa_banho,46.0,128.0,1.0,250.0,40.0,4.0
8fc20e5093a3fce66e664f0f066e1a75,papelaria,37.0,129.0,2.0,80.0,17.0,9.0
bb1ee1154c7f9b5329328e3fab9e6bb2,papelaria,54.0,983.0,5.0,8800.0,32.0,5.0
42749c525c90994bd3d4c74edf047172,construcao_ferramentas_jardim,57.0,1289.0,1.0,1300.0,60.0,13.0
00de7f393d962717eeeb2d7131a40dba,telefonia,47.0,816.0,2.0,300.0,16.0,5.0
70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51.0,518.0,1.0,214.0,18.0,14.0
643a66b1dc5dad3de6cb5a41549e72f1,casa_construcao,51.0,1558.0,2.0,300.0,27.0,8.0
f74eb9bc847b5e5e906e5e214bb451b8,moveis_decoracao,59.0,438.0,1.0,900.0,30.0,4.0
2d27434c710806b971a721da337a112a,relogios_presentes,58.0,401.0,2.0,200.0,16.0,2.0
8bd9ea581812a401d20fdccc7b8abb1a,fashion_bolsas_e_acessorios,52.0,1519.0,2.0,200.0,16.0,2.0
ed13ae6f86e2108b97c3e86d7a9adc3b,esporte_lazer,63.0,213.0,4.0,1600.0,26.0,26.0
3606696d19bbcad6cb6c0e985749862f,automotivo,56.0,882.0,4.0,450.0,16.0,9.0
962a6951154f98f2c8e9a5b8b2bcf4a9,moveis_decoracao,47.0,610.0,1.0,2550.0,30.0,35.0
3d870b8af7dbdc91b10cfb0139f3d44d,cama_mesa_banho,54.0,505.0,1.0,250.0,16.0,10.0
0c9439abe84dc40a64fc164365c4d064,bebidas,36.0,1481.0,1.0,2775.0,16.0,38.0
c59f580bd1844c1f634ce410bda0a6ea,moveis_decoracao,42.0,1405.0,3.0,150.0,35.0,2.0
ac8cd7b94039a681dafe6f7d664864e7,moveis_decoracao,63.0,641.0,1.0,200.0,27.0,10.0
3321ad579f19476d0d668f726f8dffec,cama_mesa_banho,60.0,268.0,1.0,2650.0,46.0,8.0
d2f2c2b94c6ac44ece0bd0dd202c7939,moveis_decoracao,54.0,241.0,4.0,1050.0,32.0,12.0
69d4040bce5f682537d8e124d1cbc2eb,pet_shop,52.0,458.0,3.0,150.0,26.0,6.0
b31f6d8ca8da2fd8d4ee74cb899d2092,esporte_lazer,52.0,855.0,2.0,600.0,16.0,6.0
18fa9cc25ea8b54f32d029f261673c0f,construcao_ferramentas_construcao,58.0,338.0,1.0,2900.0,23.0,8.0
9ce62e73b4ea1a6c74b68ba57aa1333b,,,,,1000.0,31.0,21.0
77922dd87928c2cf9225946dac2a27a7,moveis_decoracao,60.0,600.0,1.0,650.0,25.0,25.0
b3c13ca98fb6f9dd5c6aec8b1d353506,bebes,59.0,2270.0,2.0,350.0,69.0,11.0
b53f20c2b12a4b9821ce57f46a7d1cae,esporte_lazer,54.0,1786.0,1.0,150.0,20.0,20.0
8e42c31b4ca1afbb6bbe17efdd666cf5,informatica_acessorios,51.0,306.0,1.0,175.0,16.0,12.0
c7079d23bead81759eb7c670b96728bc,esporte_lazer,60.0,723.0,1.0,600.0,50.0,12.0
485c67ced40028609fbe77043fa0b943,utilidades_domesticas,47.0,469.0,1.0,9650.0,22.0,52.0
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0
ead3077a141a9c800d6a4bb9d0d415b6,cama_mesa_banho,60.0,662.0,1.0,1150.0,22.0,4.0
5d422bd54b54307ff7a5e770f40946e4,brinquedos,16.0,508.0,2.0,300.0,16.0,5.0
86332b1229c41aeb4ab9d85472de3ed9,cama_mesa_banho,59.0,1841.0,1.0,2350.0,28.0,10.0
7aa666012fbfab4464142b1055b9e1d5,cama_mesa_banho,57.0,677.0,1.0,1200.0,28.0,14.0
6e7df7f4622d4360261995dbd5e787d0,ferramentas_jardim,30.0,2284.0,1.0,1450.0,26.0,15.0
63094ac128b54dd72d511043411df079,fashion_bolsas_e_acessorios,55.0,255.0,1.0,150.0,21.0,9.0
5135301d684848b74276f22afcc6781c,utilidades_domesticas,49.0,1012.0,2.0,500.0,24.0,20.0
9defd1ffa1cecec71bc4a269ee97938d,moveis_decoracao,53.0,811.0,3.0,400.0,50.0,3.0
cc5447118c174dcc6456c84ccb29e6f7,perfumaria,25.0,549.0,1.0,550.0,19.0,13.0
65b96f012e6206481aeb67d31dd9b146,relogios_presentes,58.0,486.0,7.0,250.0,16.0,2.0
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33.0,897.0,1.0,1600.0,42.0,25.0
cc59cf334461196527f790e5c9191ece,pet_shop,39.0,619.0,1.0,140.0,19.0,12.0
30ad9d2c8a8e788a606a6c23e07260a9,informatica_acessorios,38.0,488.0,1.0,300.0,27.0,5.0
3eb3d01a76a4cbaff641de8a47e4ebec,esporte_lazer,40.0,1416.0,1.0,225.0,22.0,26.0
cf1d8e226162a1d0ad61f29b7ed72d82,market_place,53.0,1377.0,2.0,250.0,18.0,8.0
eba7488e1c67729f045ab43fac426f2e,perfumaria,43.0,259.0,1.0,610.0,22.0,14.0
ae9b8e8d0dcd7ca369276380ee8ce659,telefonia,52.0,514.0,1.0,100.0,19.0,3.0
1a3577790b3f28eb137b105c4d62ca17,eletronicos,50.0,703.0,3.0,590.0,34.0,18.0
e5433d154f98bcb2c139b9679fce0814,perfumaria,21.0,476.0,2.0,250.0,22.0,5.0
9328c3a5c42ae7b32d53e419f9b93d66,moveis_decoracao,60.0,473.0,1.0,500.0,30.0,3.0
8f7ae8d7845cdabafb4b6f20d8bc5a43,esporte_lazer,41.0,785.0,2.0,700.0,16.0,12.0
5727b4e9463bfa0b43bf97397c4b7c44,moveis_decoracao,33.0,238.0,1.0,2450.0,53.0,3.0
01cf7c4cffff8db0a1cbe612bd2d50a4,moveis_decoracao,53.0,371.0,1.0,800.0,40.0,5.0
72de34cc9f1e580f4c11d830be654271,esporte_lazer,48.0,161.0,1.0,2775.0,31.0,13.0
79706e79825f7409ef032653a271fba2,moveis_escritorio,54.0,1085.0,2.0,22800.0,48.0,45.0
53c61580d8e5c4941a358ee0335c1d5c,construcao_ferramentas_jardim,55.0,2029.0,5.0,210.0,25.0,7.0
75bc68276acddf2f0940f421a54338ee,perfumaria,30.0,138.0,1.0,150.0,22.0,7.0
38b5079a807bb9f22ddfa46f929accee,perfumaria,55.0,633.0,5.0,200.0,16.0,2.0
a56fbff66c12c1ef311cac69e7f2d5fb,moveis_decoracao,48.0,493.0,2.0,600.0,30.0,20.0
555796dfc4799923dc94be876085279c,informatica_acessorios,37.0,567.0,2.0,163.0,18.0,8.0
d22a5221a26ff421ad353360421f799a,moveis_decoracao,38.0,170.0,1.0,250.0,20.0,10.0
188c9cb0aff9e485e3f84752731c633a,cama_mesa_banho,55.0,428.0,1.0,150.0,16.0,11.0
5d1d8ec5b31c5c359f10c4b23b819170,moveis_decoracao,58.0,867.0,1.0,150.0,19.0,5.0
154e7e31ebfa092203795c972e5804a6,beleza_saude,48.0,575.0,1.0,100.0,20.0,15.0
2535db191954746776aa1f51dc1a9651,beleza_saude,43.0,341.0,1.0,350.0,18.0,14.0
ec72148301904394ad2c3f6204781102,cama_mesa_banho,55.0,210.0,1.0,650.0,16.0,10.0
719d571299707561c34ba04ab867b32a,beleza_saude,41.0,1178.0,1.0,434.0,20.0,16.0
5524bbd7c991692980702322aa085419,informatica_acessorios,57.0,1098.0,4.0,18150.0,17.0,35.0
9f683084a0b0211109fef6e538cb4767,cama_mesa_banho,43.0,352.0,1.0,800.0,45.0,11.0
ffb2e8c1ddc7c3e590d2bc4c91de53e1,moveis_decoracao,43.0,534.0,1.0,600.0,65.0,2.0
3af4f5bb8b0616387fe23646fa94e256,moveis_decoracao,54.0,769.0,1.0,11600.0,45.0,35.0
fd5c5a67cd369732c2ac20dbd574d1d4,cama_mesa_banho,58.0,137.0,4.0,450.0,29.0,9.0
c8b96022819f31119f1404ad2c3c1059,pet_shop,54.0,1581.0,2.0,5450.0,30.0,30.0
9226bd32a68934187cdb36243076ba99,beleza_saude,31.0,470.0,2.0,250.0,22.0,12.0
8d8109048bbf6f0369b1522029f92a19,cool_stuff,49.0,933.0,1.0,250.0,22.0,23.0
7dda94d5b1861c308661fedb3944df60,moveis_escritorio,34.0,2419.0,1.0,9275.0,54.0,30.0
4daad1d90efd466b4c3889b4421f5610,utilidades_domesticas,49.0,430.0,1.0,5275.0,30.0,65.0
9b08a09bf2fd9731cfca8cb3db24457c,construcao_ferramentas_construcao,14.0,233.0,3.0,150.0,16.0,10.0
bfa4ca2c253f707895fce02b4756f4c4,papelaria,44.0,123.0,3.0,10100.0,38.0,55.0
e6a8a1b25dccfe76d339f9cd19be7779,esporte_lazer,45.0,601.0,1.0,10450.0,20.0,23.0
90ef6790cfc145cf45f9c476d1f47af0,papelaria,49.0,241.0,3.0,6100.0,60.0,20.0
3dc7db1edfac20883ed35ecfec05a3cc,automotivo,60.0,547.0,1.0,1050.0,16.0,5.0
03d4233b9e3382adaed9e5c58626f1dc,moveis_decoracao,59.0,566.0,1.0,200.0,35.0,10.0
d0be993a2140a8cfe0a106b6c2d974b6,construcao_ferramentas_construcao,40.0,1973.0,9.0,200.0,40.0,4.0
79ce45dbc2ea29b22b5a261bbb7b7ee7,beleza_saude,27.0,152.0,2.0,1000.0,25.0,6.0
086351823300e0339f6955b27998c186,cama_mesa_banho,49.0,189.0,1.0,3305.0,65.0,12.0
d64738c7b2e2d1778a51e835d8f02568,cama_mesa_banho,43.0,703.0,1.0,790.0,22.0,15.0
bd2c3709849255acdbf5855094cdaa01,cama_mesa_banho,41.0,350.0,1.0,1525.0,50.0,15.0
5dae498eff2d80057f56122235a36aff,construcao_ferramentas_construcao,58.0,338.0,1.0,2700.0,24.0,7.0
a4e61cf10d2c48246eb1f9cb56af1e79,moveis_decoracao,58.0,566.0,2.0,300.0,52.0,3.0
325e75d20ca67d859f707129be35878e,utilidades_domesticas,63.0,427.0,3.0,350.0,30.0,5.0
0e35a413d832e63c5d46101b7c88de0f,moveis_decoracao,32.0,165.0,1.0,400.0,32.0,5.0
371c121dc86b3821f720e7dbe1928207,papelaria,59.0,504.0,4.0,150.0,22.0,5.0
f5caa36f71f444c6508c84818cab5641,brinquedos,46.0,435.0,4.0,1600.0,20.0,5.0
6eba58100f906fe0965290b28ca3c45f,cama_mesa_banho,54.0,532.0,1.0,1450.0,16.0,10.0
cec51758e9839eb5414b214934430da6,sinalizacao_e_seguranca,50.0,853.0,1.0,450.0,16.0,11.0
08c816d9a716567bf436173ef6f5f12e,eletronicos,60.0,740.0,1.0,150.0,18.0,12.0
69523f67543ff9ea6b1a15858fb59b3b,relogios_presentes,55.0,201.0,8.0,200.0,16.0,2.0
a88124e0b1d42ca7b0813a78ff630437,construcao_ferramentas_construcao,55.0,338.0,1.0,2600.0,23.0,8.0
6e423c2d28bfb207e1fd1d6e1df84721,perfumaria,43.0,284.0,1.0,350.0,20.0,10.0
9f51209599d82cd4c08f2d1c9442f507,esporte_lazer,58.0,380.0,1.0,475.0,20.0,6.0
2fefcfd2d56f54c3587e08e1442b36dd,cama_mesa_banho,57.0,111.0,1.0,900.0,40.0,15.0
0797e47ffb3917b66fa62245a283bd9e,moveis_decoracao,55.0,1108.0,1.0,2000.0,28.0,38.0
ede062bcd13ef64b5cc87369e4edaf62,beleza_saude,58.0,391.0,1.0,250.0,16.0,5.0
41801d2ed5124923137ec39aeeea1e93,utilidades_domesticas,51.0,444.0,1.0,8525.0,27.0,58.0
dd12801e4d1919e84bf6f90167f22fb5,fashion_roupa_feminina,58.0,360.0,4.0,450.0,16.0,5.0
257726ef77c81150339893567c4de6cd,moveis_decoracao,60.0,1969.0,2.0,400.0,69.0,11.0
e30aaafe45e34ce07003ef0cfcb6e49d,cama_mesa_banho,49.0,1003.0,1.0,1550.0,40.0,9.0
4df96b4c5286321b71834691e8defd53,brinquedos,57.0,571.0,1.0,400.0,28.0,7.0
155815f7173905f1e5cde0b82adfc113,cama_mesa_banho,26.0,421.0,1.0,200.0,16.0,12.0
3bb3e5caf47c7e92ed97227247e942a8,cama_mesa_banho,43.0,1362.0,1.0,3000.0,40.0,9.0
192a2c0fed2f8bed34ad458a073ed376,utilidades_domesticas,63.0,309.0,3.0,1300.0,17.0,30.0
dca18a6e2fb6da75092ed874094ed7b6,telefonia,62.0,340.0,1.0,300.0,13.0,8.0
9e8762176dba8eada7ed0259e69c3423,telefonia,60.0,296.0,2.0,150.0,16.0,11.0
0a56efd5f050d3f861a04c6f005d1128,casa_construcao,58.0,1029.0,1.0,400.0,30.0,30.0
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58.0,395.0,1.0,217.0,16.0,14.0
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46.0,162.0,5.0,4600.0,60.0,19.0
1166c098840d03686b633fe2612c5f2d,beleza_saude,56.0,632.0,2.0,200.0,20.0,10.0
fb931f000171a7ce4963df2a8bbfe82a,instrumentos_musicais,45.0,154.0,1.0,550.0,30.0,10.0
3abefa3ab32440bb6f5937c65c6652f8,perfumaria,39.0,522.0,2.0,127.0,14.0,16.0
aa95bee0592e05d2ef533b8e5b7236b3,ferramentas_jardim,53.0,313.0,1.0,500.0,36.0,3.0
aecc6705d25880a6fad90e305c32d875,informatica_acessorios,58.0,189.0,3.0,250.0,21.0,4.0
4e8b71eebba5605faf020d7e2a5067c9,utilidades_domesticas,59.0,1614.0,1.0,450.0,16.0,26.0
ec96b7b4e1401281edb9465d0d689cae,alimentos_bebidas,36.0,420.0,1.0,1200.0,16.0,23.0
4e5dc46fe4e31dd605f374ee43f0268e,pet_shop,46.0,2381.0,3.0,400.0,30.0,20.0
9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59.0,153.0,2.0,300.0,16.0,5.0
461ad76d92ef0858a087d05f96b7d6e5,papelaria,51.0,88.0,1.0,100.0,16.0,5.0
72f50924c42f32d9a236b7602686a49f,cama_mesa_banho,52.0,289.0,1.0,3450.0,36.0,10.0
3cc4b421c1f28dd22e86fc4aaafb600e,cama_mesa_banho,57.0,188.0,1.0,1100.0,44.0,2.0
93e6c730cc84ef7cfdd20cdfb2269144,moveis_decoracao,50.0,1938.0,1.0,1600.0,53.0,8.0
31c1d1dfbb4b2730140b8bd9248bcd58,cama_mesa_banho,58.0,58.0,1.0,200.0,20.0,2.0
25e76274904336669da4cebe1233cde1,brinquedos,32.0,425.0,1.0,400.0,23.0,25.0
3685c687db4b3d2da5085d23b408e93a,cool_stuff,49.0,805.0,1.0,300.0,25.0,10.0
b756577e274d3a4793fc27209d7072db,beleza_saude,57.0,1502.0,1.0,200.0,16.0,4.0
f5d9f3f39171645ad59c424570874afb,beleza_saude,49.0,967.0,1.0,450.0,16.0,15.0
2ce17ef87d6bb64be1a0b36a4a614ced,cama_mesa_banho,46.0,171.0,2.0,1050.0,50.0,11.0
a99b67c7e525bb5ca667e1aa284c28e2,esporte_lazer,27.0,684.0,1.0,3100.0,19.0,3.0
ab29983671266e9f7c999f8c6ce26541,informatica_acessorios,59.0,1226.0,1.0,800.0,33.0,12.0
588ec31c89dea5de5dc87e15790df3f4,cama_mesa_banho,60.0,374.0,2.0,6650.0,20.0,40.0
7d4f932dd4fa16256c20de073329eacc,bebes,54.0,1035.0,1.0,50.0,20.0,5.0
fef0dd8c53552d0f784b7cc5375a3ffe,automotivo,48.0,1069.0,1.0,600.0,16.0,2.0
a94db861b4ea1c79704586f07c8cdbc3,utilidades_domesticas,46.0,316.0,4.0,12150.0,68.0,20.0
54971206521793b44053a9c348d148c2,cama_mesa_banho,56.0,95.0,1.0,500.0,20.0,10.0
96d1c06692244e2fed6e1f9aa9552770,cama_mesa_banho,48.0,252.0,1.0,625.0,70.0,15.0
8d441ed10f519b5a689d263b009ebf85,relogios_presentes,60.0,102.0,3.0,400.0,40.0,10.0
0fd55f5dee013f990c929cd3ad6bfee0,utilidades_domesticas,50.0,3027.0,5.0,2725.0,37.0,17.0
7b5d8be0e04080e4c8ee6a7ec2f1f597,moveis_decoracao,50.0,830.0,1.0,650.0,20.0,35.0
3e8f6864be117d2690e410b934840f87,cama_mesa_banho,53.0,212.0,1.0,1225.0,34.0,14.0
7e48d9554094858ee2269c4ef809f50e,relogios_presentes,51.0,789.0,2.0,200.0,16.0,2.0
0dadef6ed70b861b14eddb3a3ca6b73e,construcao_ferramentas_construcao,60.0,1450.0,4.0,300.0,16.0,16.0
6dde44b4172999f35f08654d06bad633,moveis_escritorio,55.0,1180.0,1.0,16167.0,64.0,62.0
68361925fcb61b3627e79dd95137ae7f,informatica_acessorios,28.0,1064.0,1.0,253.0,14.0,12.0
