customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
f9f966080fcd27a49a13c4d29016a309,ea2fa8b8e775b4d4ebfdd1e828fde92e,9750,sao bernardo do campo,SP
aebe4c2b4467d067bbcc3852abc825b6,854de56486b249c1dd6b2e23ee5ea8b9,36600,bicas,MG
964b34423c822e9bd9831635ccc83db2,e49eafd7e69d43b8d86f6b5590fafd02,99980,david canabarro,RS
bb38dcdbc99e5fbf1ca0dc4f8c6b2f4e,efdfdcb4890f42ff5fdc077b298f9af8,60822,fortaleza,CE
b97527f774f4348a051175eefe8e7047,e91d99078659be9b7b474bd69cb53ac3,13070,campinas,SP
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG
4b635ddad21743917c499f9b05204909,c3166e62cdfb039707b78bcfc4828c86,36780,astolfo dutra,MG
2d5dc94adca187649de7d298672da820,2734e0cdd8354610f50b29876b01fc97,30240,belo horizonte,MG
7ec72d9b883d87aef5ee43beb65deb06,a4297e8887cab7669f74acae48d8fc92,22640,rio de janeiro,RJ
52fbd9fb0561eb0384eb3e5649d2a640,f4371991881a328886a134bbc99cec9e,79332,corumba,MS
dcbedfb087496e64857829044630a2b2,1f730c825bb084addd4914f9c2390f35,97700,santiago,RS
e4c10b1023a914383b510aa47f043bfe,eb3401656cd6eaad985629735dc1c339,36570,vicosa,MG
627dfd4a1b84a6a7e2a5e989ba72101d,4c3e319751f31fb9c21a247247fe85e0,70680,brasilia,DF
d94dd892998e1f07d4a84e9475d6c05e,e8cb0c78d44d572d96674d666f082fed,6455,barueri,SP
8f0f359a835944478c1c46f14fb5f2c3,a9b4929689bc74b4d8764b7214a9bbc8,48970,senhor do bonfim,BA
9f6f3da49e2d46e3a7529f5e3c25ecce,a40096fc0a3862e9e12bc55b5f8e6ab2,20561,rio de janeiro,RJ
c30d0f9fb78aa64613ddc5c9823c001b,520fb5816c90b19464baa8e8644cbdc4,6850,itapecerica da serra,SP
c5c273dc7587ce40423e6c791c339e79,01726e5d6a88d1a8dffd9578872ce54e,85685,nova prata do iguacu,PR
bec34e289955dde2437d70e6d8be480d,4329781165a441a91f38a4c583cf5131,11673,caraguatatuba,SP
333b7d62978a1cdcc338e2545aeea45f,eb15cc694c96c23d5d5049fe290a0202,1229,sao paulo,SP
6ec610172716519f13781b3068dde24b,07fe3cee40551d2377a917fb4f377714,5590,sao paulo,SP
1de6c6c911ceda2be652cd0db03d930e,8ec31beb5c890497f1872b5986d3cc26,70773,brasilia,DF
0d1b3897d00258d347dcd93a43924123,0a5f289d0908859e4f749900cfaa6eb9,81210,curitiba,PR
1eff81ab2dabace9a165ce9346ba7ffc,4bbaf6f7a10a7e26a8777aa5cb6d5864,20950,rio de janeiro,RJ
17a591e12299eb96e17f2986c3e2879c,ceacd31e6413fd9d12c7c85b5fe2723f,14021,ribeirao preto,SP
af3e2512698db57266bf9f5e5aba537d,3de675e6f79e135540ee0144844d26a7,83321,pinhais,PR
0b65a4d0707c6168a14491999220a2bc,d8e902319a9ed628de1ed00785b9e09f,35701,sete lagoas,MG
493bfba5a986ce7c846f7c2b5a308ed4,fc3ae503d8cbc4c02a2d8e467b7bbfe5,13064,campinas,SP
6aa76a292df4d63fa578c73ee479cbba,e87cdd2fb9f1d3ff3438a9d02e454793,82920,curitiba,PR
033f6866f9435a8fe0bca6b54666f543,47a891a1662c1f27cd66c574ad2f4c95,6693,itapevi,SP
9e1cf20c1585106f749e4e257194a11a,5212c50e79fe1349b9894f6508b401d8,2940,sao paulo,SP
7dc0e5a1cd93b2037b5705566f784f8c,de5f2d4aa1e29e756ca9225b1f157474,1307,sao paulo,SP
16d5e579f5c682f592d57463ea890794,e46199e608da08442ed8c8202690bebb,6382,carapicuiba,SP
f56e6a45937a0dafd82c6713cff1e50e,a757d6fab4dc255079371d4673dcfac7,4323,sao paulo,SP
ad0cff75dce98e304964d36a660ca06d,25bd804c580bc1ee0c93d073fae09a84,1403,sao paulo,SP
b8df33fe835f1614dff9140bba7ec8fe,daf01deafc412b92fd052d5a9e9e6525,40170,salvador,BA
35864582d9b9cab28936cdf255711c5a,74a79b917483257286bedb2355c729f8,6473,barueri,SP
e72b07e2d16cff09d726649acbd12c1f,c9aaf05e11f9c65dd3e76357606c76be,75195,bonfinopolis,GO
ffd294eea523f67ee8c743d3a904ee20,f4b8c62563542dad472e6868bf8267cc,64048,teresina,PI
2f828c8fd3bd532b883a922be810bd72,d315173c9b21c1dd742e78e0ff472fb3,39915,mata verde,MG
ddf3c179813ab0f0034e592d4e19e331,d56c514f0a5c73224b61b2f731141d35,8210,sao paulo,SP
980928c534a28c442a6865b079068f7c,9623ec4ab37232534cb3a90ea0fcd8b9,3612,sao paulo,SP
02bf19efae533d95c21b5e1ccc633a88,85c9cc82766d61484d4014b8f1d62dd9,4272,sao paulo,SP
ef445a4c46458174d26228fea9a223ae,9ede21088a7d7e1d9e32c210cc88268a,24710,sao goncalo,RJ
834159b7ec167f3ad1ace27a60a545fb,96a297162b4d82e37dea33271fe02b11,89190,taio,SC
e7e0c4caaf311b0d3850db36bbf6d404,47e73a2fd380ec487a3b25fa01104859,39445,janauba,MG
b6ac8070e88a2e3a2e9550bb08aad925,f0ba3d1f31f2b7c69e82de815d768898,13411,piracicaba,SP
3f2b5d8dc2d1ea6f3fe026509549773f,6ab4b267447ec31299594fecdf24e050,8420,sao paulo,SP
fe196aba95e52d084e7bb60dbd8a23f1,93b4c8bdafa9877757c77b519415d274,89130,indaial,SC
5840ca4dabfc4e4eac43cdc7123390c5,012755131a5b785b0ae3291c339a9051,1516,sao paulo,SP
dc559c575afc1ce546cc0444431b0988,f364ba24019dfd0b1ed8901272df7ebe,3017,sao paulo,SP
5b39c82ffd108c049f679ceed482f7e2,a7d9a3e447614288937ad2bba991676c,8120,sao paulo,SP
9393ea60acdf05a4004483c3b7c24d77,19913c41a2d6a9192020f85be51811e5,30441,belo horizonte,MG
ec43686dd7b2f48ea65475606fdfc85d,12bf6178776d90da204cdf1b37d23906,13214,jundiai,SP
bce76905ad97b841d0dfd550f4e16b1d,7480359f2bfb287f5723a3025890d06a,36570,vicosa,MG
dc21bd4b938e8ab08f5e6fa92de187e0,d2ecc28fac1b377eefe7b209a895626a,22725,rio de janeiro,RJ
4b95f958af9c866353ae1108d8ebd023,000fbf0473c10fc1ab6f8d2d286ce20c,13330,indaiatuba,SP
51f650a65f069672f200ed66b550662f,013689381e404bf6304f57bab4b8f01d,3288,sao paulo,SP
302c148841465785e80dde55628627ec,8fd70586e2f56a7c0e6fd7dba16079aa,8485,sao paulo,SP
cd014939a34b3661bfc51ed62a4ce149,df2b6f6f87c26ec6f0fdffbf9d82fafd,22450,rio de janeiro,RJ
009ac0aeacb7e5c368452976385b7903,2d6f0bccd75dcbf570a1afe61eeb03a1,6730,vargem grande paulista,SP
982b5a55e0c254aad4e8a083ed3e2072,7c7417689f160592b89a44a6ff49f44b,1327,sao paulo,SP
d158ce9e0f20d24d2235731f42f1249b,bf41e1422e778ac65bcc12b8faefa459,82820,curitiba,PR
42b08ad3a6f9efff737693acc37008df,e6b6a948843f2f2758ad5daa69bbfc10,90040,porto alegre,RS
fbd2a08da7b03d6aa249b3b68ce13170,ac95cdab584cac0e86ce97a5399ecf79,38600,paracatu,MG
b8e531fc27d1abbe69022fc27589b3a1,96e7f8f0dbefaa6e16563ac77d339bf0,21321,rio de janeiro,RJ
ba1249c05a651c21b3e6a99caaad9525,4e9fed16983d17a7db116c9215ad25c0,68440,abaetetuba,PA
03a2a04722a38803d8c29c7339998d54,c2bffaf8747e77b4c0b4e38421e3bf29,88117,sao jose,SC
cccbf26e7e7e5fa2fb575a7bc98f1638,b232059ba149ab19dc8cc9da42d37840,18800,piraju,SP
6b5e281c1563241783deb3a2636daa28,88ef3169f5d6ac822eeb2cda922c7ff8,3590,sao paulo,SP
c237a4f892abb1f58237158e99be7611,57c36350a705713d97444e8e4a3ba75e,4466,sao paulo,SP
a521ad0645d4cbab3e4e06fdaf965ead,2a08a26b942d9cb1eb426a5c456df03e,12995,pinhalzinho,SP
a215ee5514ab937a137a58f476f4ec71,e520d01b14c310b4469ce675cef5c6d2,7070,guarulhos,SP
aea3457b4cc68956a36f2024f6495fc3,69840b741437cfd55e39c39a64c57ef7,4552,sao paulo,SP
73a3f9242c638f8dbc3efdbbc5339f97,71d790b151c0349e5f5b2fbb4fbe1321,13206,jundiai,SP
41072e519474c7839dcbd5fa7cdbbb9b,30e3be79f56996a89517baf8b0427f55,25905,mage,RJ
d316653e26343ebd09a65316574afd7b,980097869b622b2054accc551ed1c86f,5335,sao paulo,SP
c3539d3d4dfb2fe3b6de4bb8f277e989,bc50d0c6d5effaefb4d2423feda931d7,6018,osasco,SP
0928c1a893356a97b2191a1e812c9914,3a205021b542565ebf170c0ec55783d9,78140,varzea grande,MT
1ff773612ab8934db89fd5afa8afe506,ef8d54b3797ea4db1d63f0ced6a906e9,20540,rio de janeiro,RJ
141f5670b7004a1251c9d0b45688fbfb,917d32872d3c7bbe96ed074c67c30f28,14025,ribeirao preto,SP
a7227311e42a1a9952ac23a0b879f32a,af42c6dee774a5c90fdfd11f8803978a,99440,salto do jacui,RS
6dc03b7785c3ad8b1f2f69a96afaf0d9,e1f1862e74270220628e76ecc8d68f98,71950,taguatinga,DF
0d3fd248b9091835bed29763f4eca9b8,468594b34a196118b704963bacd30529,88110,sao jose,SC
1dbb6a2e118d81461c712bdb93398726,a86f29fdc92c603fdd3d4f530230644a,23036,rio de janeiro,RJ
fdceca9202d57e4bbaa7a6f09d677c9a,915576ac0abe2ffd7a97c7db777108bc,37701,pocos de caldas,MG
357a476fc6c861df26d0765b758c0bd7,d47a4aa9da0e66618739308d21e548e0,14051,ribeirao preto,SP
44edfdeb25a4a533df2761f27356f204,722b1837fb9030936fd0529864ce186d,11850,miracatu,SP
10408208bd283f97071e63a15e1277fe,c169c9937db997a267f749cdd64c161f,80210,curitiba,PR
6b512ff5290c944376228994fdb4a2a8,da5d40e473fee06248b1610e35100789,29102,vila velha,ES
c30def9299a42a45fc635a77f7aa8d10,053ee39e5fff8053a860892cbd54d1ed,4235,sao paulo,SP
5844ae86baf505b082338964c8879d80,e61991d309c25313ecd4736baca5d0d0,85884,medianeira,PR
14c152bfbd60c86aa6bc4d4e68a9378e,51364d114acc5ab07134bd34edaa1722,99010,passo fundo,RS
35a68e6e1ebd3fa29294c6a7b198db42,c9e88dde299927079d22c21f72ba6e3d,67030,ananindeua,PA
24438521febd6fffbfe369c24f3fae11,bd7491d137efc5fafb7a295bb2d238f7,55665,camocim de sao felix,PE
f4608a440b868f3f57f378c4b8cd643f,2e3b427dc09d7b4f7430f92956b0f3e6,92310,canoas,RS
02d6d55e8f7b1d7bb212ea9363d51569,a51c10e4ba5836dce272ad99d9f36283,24320,niteroi,RJ
f94b333a611276fe1f1f27cfd5767df9,362928c8cd61df2e6951751dffb4be85,13150,cosmopolis,SP
266ef8e8154fa4da8479fcfc85ccad8f,a79db9e03312a30d890143cd75563a91,8810,mogi das cruzes,SP
22c15b46adce8afdd7d58e6582752263,1501fb94311512e6b98462d159e05a23,3673,sao paulo,SP
25700734456e911ea55a83b37c50de2e,d5578bbdbd75c1f6ddc549e009b5d618,11677,caraguatatuba,SP
d98e2b868083ab7e97b60803d6b805c0,82cffd5880c953933b9ebe4e4789edd0,38800,sao gotardo,MG
97b5f2f6aafce8ce852721e5458caa49,575c80c905c6a56143d0536aa077c3cd,1423,sao paulo,SP
5a2e36e29494ce0f03e22c7f28df6617,620ad450a89bab5e7ec65b56a4e43404,97070,santa maria,RS
b5dbaddb7666f875d9a348cb0584823e,0f9f321be72b164e312f125825e9aa44,13295,itupeva,SP
921fdc244d0ab2156a464cb5035518b5,670985cbdebdcec66895cb9945fc3de1,13090,campinas,SP
a2c0d0dea2025e9edfddd1952a437985,ef4ae125724cae06f46da6a302c610d2,90040,porto alegre,RS
94db7d7a01dbee71adc9c7e27ed822d7,b02d0783c1f1ebaa1e5dda2016b6d4fe,9581,sao caetano do sul,SP
2a6179cf815c302b5b94a2bab0af39d4,397b44d5bb99eabf54ea9c2b41ebb905,24230,niteroi,RJ
76c6370ab8b030109448c39db2b9e08c,81d59547135bb962c771484f86d08c11,31720,belo horizonte,MG
0c792d32a3251b4f69dae8646dfbedbc,6d394722d5fc5e721aee6875a218d8db,22775,rio de janeiro,RJ
da0d4d9bc4bb9a14e826417ca7659005,618c92fdec3da9b656706b14ff162913,7033,guarulhos,SP
3eef17cb7b0ffaf55b88ddfa3d793bfe,88785e3fc48d90acabb7429b07139fc2,92440,canoas,RS
0f80cddbde03d06405371ce5e0a6f07a,9aa77033cbc28074b161f96cbda9b7c4,18105,sorocaba,SP
3cf1e152f5f67aaca5dd7c13e375713d,5dd2800b9657f7ba5673bac5210fe0a7,7190,guarulhos,SP
920de9467dd250906015fc6c01d08f14,1d568eb00797648b8b1ae1795f98a571,75690,caldas novas,GO
bafd5bb3556a332b43ddf07f6a97750b,e760917999c097b45bc34b3de8efdb8f,87053,maringa,PR
2c111dddbadc3ca0954979d59bd3fd64,84df86398d857a2ae4a7c085533af669,35430,ponte nova,MG
98303708a4554ac30dd99ed2fb6f9c0b,8dc10e9acb420db970e64b4c99cba7ec,91740,porto alegre,RS
6ff9c87680f0e8fbd38b2123af66138e,cc26b180f3d459a146ec58f522a14d94,56280,araripina,PE
6d52fd2bb97581b9a3fd5998e06f5c46,1c3a2bab6b3e18d65aa3923e2ec7b5db,93224,sapucaia do sul,RS
4d8c75952e09254a602a3a059d0ac367,c375736396906dff8414217e02c45661,13050,campinas,SP
1b9fe118281922def1e4e536fa317d71,82746368fb04a9a9cc401ff05daac352,20720,rio de janeiro,RJ
43467feeda727a70fbb9a44eaa75bbae,ee6e503dca5ecf649eabee92d446ecf8,68740,castanhal,PA
4642a001f9aa9f1738d27a921d8703b7,c4c14d1734ff3c369881745dd0e96159,23555,rio de janeiro,RJ
56dfe923d7bf928d0e70a9f696e3fae7,2534aafcae446257e91626269b9e185e,13732,mococa,SP
c0283e476e89b2f1eb034beb4a2b4b6d,1ad6206aa9d7467668c8432b19047be3,70875,brasilia,DF
1b041c48f40d5b43b5a5d1a22b78cb4b,5ff0e0544a91bbb2958305bd29657484,18074,sorocaba,SP
0c58662653c40d0aec41ff36c511c0e1,17fdbc7bf5923361a92c5630bdd80cd6,78600,barra do garcas,MT
ef48ea66fb39a13e1310b36b676e29e7,98af4f1390402d0565507f23c89c76c0,1257,sao paulo,SP
1318fd61a82a479edaff00217376c052,633965a3dd93f01be3a94fc5b0a5f5d6,86900,jandaia do sul,PR
94670ebf1a9317d2cd7d8e4eec4e9ff7,1db7961ed7fc944add1039fbb6e79d9b,75530,itumbiara,GO
c2b0ea6dfda294a608886e885972199a,a7a72b5517a675e63ddb9f0f58c4fd33,35675,juatuba,MG
315d30072434c1feda91ba8676b54a25,22eecffbc2e4e56747eb329d96051962,24030,niteroi,RJ
49e9ce9506327183790c2ef50cb92f0b,ae9020d0cb721be3d5ce58bc144816de,4043,sao paulo,SP
a06e9a7060cee74dbde1a2d5d7117747,1c89ad9872748220ba627f9dbf36d6bc,7985,francisco morato,SP
8c382656b44e6d6375d2fea25375fb02,2da65cbb64357a6d4d163c450c320bb3,5311,sao paulo,SP
4619492b155e0aa14feba59ad43194b3,2ad0e1e350690bdeb7acf5e159485cc6,4530,sao paulo,SP
b780a7d8b32ede7bd4edd751c7765172,41870f4536c0b2734b7f5eac01b7fc54,28912,cabo frio,RJ
0566ea068bbe90dca2a0204179e22f37,1da09dd64e235e7c2f29a4faff33535c,24020,niteroi,RJ
2f6d72365267ce6048d9bbc1a9bd977e,4e807d3a4553f2ba95698b27217b5352,6023,osasco,SP
acd31301924a390d6dcd25fa5a4935a4,cfa9a212b3e5986d1b03abe4c2acff4b,89370,papanduva,SC
6c95355bb9260a9b0abbe3e226bd7a16,229eb22d6cd2e70148026fe758adf054,18460,itarare,SP
dcbb7859db42a729d4cc316eb6691974,7589544c08cc5de364cad85ee73f4b63,2636,sao paulo,SP
3114d3d76bf813b06638b17da57a21cd,deb341a4b63b6c908a512849319cf207,66087,belem,PA
1ec77d6842fe27fbd38a9341f7e3a666,13e3606fa566f802de9f6f2d9df66712,17400,garca,SP
ed14f907e34a7cbb38e34cbcfbbbd162,4c784e9b5694686ca87374656421b3a0,9271,santo andre,SP
2306cc5d9784d518dce0f1d7649b1d61,8004f80e361a5ee23aadb7418a685fc2,12233,sao jose dos campos,SP
63e1b7184234e8c946270e8702251ce9,eed069992b270082208a722333fd0b17,24240,niteroi,RJ
4b24f5ef0c134fe4d56bb392b3397dcd,0341bbd5c969923a0f801b9e2d10a7b8,25615,petropolis,RJ
09277ee4061f1343433859dcdbd838de,ff94b261b86d607ffd45ccb61653aa94,9962,diadema,SP
46dd1905ee29459b23f1fa504a77c6ec,fd0f1a0d5fe3f37bb7ef4cbf354a8abc,22641,rio de janeiro,RJ
7bda2f42b18b59d03f8cf8d14368dd7d,14e7273c0d9ae09ddca90384ab4a28e2,30720,belo horizonte,MG
3cec5fcde75cb301d296c334e846f8e7,133b813228f02ac54e2c90a91f73f179,4035,sao paulo,SP
4b6feb99e3a796b2061b5a290cb2b2d7,0a38322966d62df297e832d7db9a2d9c,27943,macae,RJ
fdc6b4e1b72c9caa7ab4a9a5c89ba7ae,8a2351935d46dfd573a53741cc60f900,3136,sao paulo,SP
8e1dff0d67c90649dba1440b80328275,b26fa76ddf33e534491e4ec46f51bc64,29043,vitoria,ES
1453fb48451a18493f27e2e36cfb0962,d46de37fe2b8f3bab462d95755aac731,2911,sao paulo,SP
2fae54536dde6fcf04a52571421e5813,ae6c2808c02ba82b0d0977e1ab5d68bc,38840,carmo do paranaiba,MG
444f829ae8a3aba7097ee7e14902987b,fcb9353836cb5b48b1ac7730e34f1a71,60165,fortaleza,CE
5f2863912271f8d8b3cb7b772300fa7c,092693d3fdb3339e303e84220fa9c702,21710,rio de janeiro,RJ
02d16f10703b6d4ef180f921028032a5,7f6a667d1d03cffe2d0f084b9b4d824d,5054,sao paulo,SP
f5dcbb401660482ff93b39d3aa1edb7a,bf429f20c75a39eab83442cda8e59832,98804,santo angelo,RS
214d10ae7f82564a736e26f93f63ad1b,98133f3d328de825de71642dc8a49467,3814,sao paulo,SP
c17683cfec7fd02fa5928ac868ee233d,b7343dc001a69a3fc9c31961b5dea892,36500,uba,MG
59e70f1a3f114665e9d5e636b52c2607,313febe2adc914a7cb3f6e903f8e13cf,13212,jundiai,SP
b5f7828a9d315bba42ebb548cec35c7e,e12089da022560c388cac2824daf2861,6453,barueri,SP
0b8eb01b2a378b535126bdf817eb1761,ad7e2fa70d0db12bce950350ebc0e242,13177,sumare,SP
6bc8bdbe0e04893baa7dc040bc8b15bc,581a00a97ab491d8888bfc8af3247c8c,3420,sao paulo,SP
1617b1357756262bfa56ab541c47bc16,0a0a92112bd4c708ca5fde585afaa872,20080,rio de janeiro,RJ
2c8f11d30a852df3dacc6f0ce6ed357c,28ece7b2c1174e87393832aa7f64b475,17580,pompeia,SP
47efe31635e7f43b94e1944a329598e4,6cf4228e1512fc12c0d2b932cca21bdc,5089,sao paulo,SP
38df36157673334ad1b08d91c8a26137,e9fc9d7de9609eb858e221d4c2f36fec,1415,sao paulo,SP
c0186800fe9bb6579c73f2b2345cce4c,9648ed501d8dbf31fda943cd91da7d18,4794,sao paulo,SP
8fdc898073dadecf0e586b71695696ca,2727b4b233d091c1a5e1ab6c8a261eab,29106,vila velha,ES
ec2d2a258b058be97d409669ab436028,e559969619d1a0922477a2d8cfaf50d9,2320,sao paulo,SP
a51ebdfce7cdd6930370083085f240c6,24b7e460db28210f33d13d8ce5918fc4,5640,sao paulo,SP
6cdcd721d17f36e52099be0d2a99e25b,46ad2eaee2eff1f20b8632d4929177ea,89010,blumenau,SC
457207ed970fb24526a47a9a9a271a46,84440046e87352e704a6671b95f86421,6820,embu das artes,SP
9b81324d4d7308a459ae94e43ff27692,7b70db47e11fe1776e5fad230f1a9be1,38410,uberlandia,MG
5cabe5b79e91df0b1cc680c581de5b8a,ad7fda75731aed4991eb80d939db8115,6140,osasco,SP
219b783acacc9b54bf6360dae4f1559b,cc98e5935f22af62949d0691a2e42907,12240,sao jose dos campos,SP
aa593292dfbb072469d56ee43ef2b160,e22cfd36b240f1ff24b951116bb1ba4f,83321,pinhais,PR
ce57da1d592e7f5a8606eca47d71664a,263e9285d676558c0e6ff5d84b2ff4d0,2442,sao paulo,SP
0fca9e1dfa39a880a6f0ec6ecbc774ad,1d10557878391272c010c263dba24b66,39280,buritizeiro,MG
80838cdcafdf698b203534ab9a14cc91,9b3225366562c086e3d5d7f26630f925,19500,martinopolis,SP
adb32467ecc74b53576d9d13a5a55891,11f97da02237a49c8e783dfda6f50e8e,74885,goiania,GO
437b8a8795404b63e5ab18216af0a2d4,c1103d6f15efab51a0ced99c4e7e677a,22452,rio de janeiro,RJ
fff93c1da78dafaaa304ff032abc6205,d8dc373219d0f95053c8d65df85a7f1c,14802,araraquara,SP
efcedc1fbcd8066047fc017291654449,394dc24b7c4c8fa4ffbd0d36ddf26477,15290,buritama,SP
7bf292ff5a207037c946ce46a12e8d7b,f1f5fe1e62074c73f63cd29a537d2353,88054,florianopolis,SC
715d3b0fa859b738afff1463a14395bc,3c084b2007d6efc5db0eb0ab4bbf4a92,21331,rio de janeiro,RJ
24c2d36dcc7f3ff6e41738c77dcf2def,6b50feb99c89a4b030544ffd55793772,25665,petropolis,RJ
670eab28ba915090480ea51423be62b6,04f6b73a950bfc7afab0cbf82fff47b1,20921,rio de janeiro,RJ
3a5a9c83ac1027afafe0598a12c7d6d3,284e36d78d3a3a395cae7fe335fc8371,4852,sao paulo,SP
ddbd5d378c4a0981ba1ef29fb8e40b8f,74182c655b0270d9dde23ca43bb16a2e,75533,itumbiara,GO
603e50de0ef4f37f6a079735ca71fb05,3797de5ad80619a55a3c0a8a034f5ae6,32670,betim,MG
6391b6b3125ec6fbe82bf0e2d616337f,9f93044b0156639ec44b7ecfca3b9c31,70324,brasilia,DF
7c06711473bf4fef27ea11d9f5719158,fb6fb9d0e2c0e57e35db552606a2e7e8,13251,itatiba,SP
33653a722db1d2f6bfe739b3a07f11d6,01689985c22786e41347d5167048b25e,79002,campo grande,MS
5e4aafed1eb7b023330c6085ea689f04,d65c32925d7e29eb440266a1eba9a10f,13289,vinhedo,SP
716d7f4ffd6d0128aba8825570b2a656,41c164545761474b81c42602c85b42cb,25267,duque de caxias,RJ
f79b9fb57cf5e42ec58787f5291cc316,664bec69be34f4c71e72ffc560680347,28880,barra de sao joao,RJ
79f38356c8c86dc2ef82f5609cfc0135,fb3e55014819eef5745a9c6c7a5444f7,20230,rio de janeiro,RJ
b0a2d47eaf9986e2c7fd4bcd994dfe4c,b247b4e2c7d32d0b7fe62d22b52739d2,80810,curitiba,PR
09f166677f364961abf0cfe78df50b03,f84e31805a5c477596610d415106bf2a,97650,itaqui,RS
2e59f355ea7b6170c754758463c9fd3a,6a05bcfd431dfae78ac8e99ea5e9c666,36415,congonhas,MG
2a765049d9cac17ae2fe993bf573016a,1ef771a737cd7ccbbb5407906939629e,2250,sao paulo,SP
eab21889a85eb78465b7d239df693daa,0421cbe19607719626e374b2347686eb,36650,senador cortes,MG
a2afcf0ba9863cf87074673aa017ba46,9907b05bea16fa69340d1baee4a9fa13,35160,ipatinga,MG
03b244a1b54133315bbb99ed870d07c3,048018b271de8a57850a736e1decab48,38050,uberaba,MG
5f91bcc2059ea3621ae1e319a74f90c8,aabfe4bed1559f2d0db606df41c670e5,34400,raposos,MG
dc044d4d4ee10fe14d01b88c46ed2d73,bce61d5d9d99d56aebdf845c12402095,11740,itanhaem,SP
4c2ce84551ecffe29ecdc34876746c5d,8e9dddf8ef649a61f67a74c066089cf1,80730,curitiba,PR
899cc6edd6f59386ee145f8589db1211,c3acc90196232a67b4d46d5a481f256c,30220,belo horizonte,MG
a4788192f4152e96cc73fcc1df791f21,7fe9dc21448d5fa5a0629aefef9a2375,20973,rio de janeiro,RJ
a05d492275cc70b7edef237403ef8fed,69afe7c27aadfa869ed76ef5342a4b76,29032,vitoria,ES
72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,95041,caxias do sul,RS
e75e3f20be32a23e4cc20abb982fc31a,9e527c9bc89a4228e5d8e136712ec63e,88034,florianopolis,SC
3cfb3b7c26e4afd8ee00693925452a05,c2c7712d6c0a2ac5be6a3280042d471b,18320,apiai,SP
b9872ccbe97da52e7cbb4dc300eced7d,10350b4179fab754ccf7d22dc5cda91b,22010,rio de janeiro,RJ
8f0d2d201106ce6885ab7b72beb9073e,d60a2f23557ba7c63bd1be0c3a9df384,21511,rio de janeiro,RJ
