order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
637617b3ffe9e2f7a2411243829226d0,daf15f1b940cc6a72ba558f093dc00dd,delivered,2018-04-17 21:08:59,2018-04-19 02:51:20,2018-04-20 18:36:36,2018-05-09 17:48:56,2018-05-17 00:00:00
af822dacd6f5cff7376413c03a388bb7,9eb3d566e87289dcb0acf28e1407c839,delivered,2018-06-08 16:42:11,2018-06-08 19:31:06,2018-06-13 14:44:00,2018-06-18 21:04:38,2018-06-28 00:00:00
c05d6a79e55da72ca780ce90364abed9,3b54b5978e9ace64a63f90d176ffb158,delivered,2018-05-13 13:05:02,2018-05-13 13:33:22,2018-05-14 15:17:00,2018-05-15 19:37:06,2018-05-24 00:00:00
5a3b1c29a49756e75f1ef513383c0c12,be1c4e52bb71e0c54b11a26b8e8d59f2,delivered,2017-10-17 13:06:29,2017-10-18 13:06:21,2017-10-20 19:09:07,2017-10-22 14:43:54,2017-11-03 00:00:00
6c355e2913545fa6f72c40cbca57729e,d95ca02ab50105ccce682bdf9ffdc3b4,delivered,2018-07-25 14:47:45,2018-07-27 04:05:19,2018-08-01 12:36:00,2018-08-11 10:46:38,2018-08-21 00:00:00
71dab1155600756af6de79de92e712e3,8c20d9bfbc96c5d39025d77a3ba83d7f,delivered,2018-02-01 18:32:02,2018-02-01 19:37:42,2018-02-19 18:37:35,2018-03-12 18:58:21,2018-03-22 00:00:00
7f2c22c54cbae55091a09a9653fd2b8a,f4c13379ddd0ed4f4fc1c0b49c2c5e51,delivered,2018-03-10 10:53:51,2018-03-11 10:55:56,2018-03-14 17:55:24,2018-03-21 17:46:34,2018-04-04 00:00:00
30bdf3d824d824610a49887486debcaf,d6646ea91d8cd9fc7e6882a7068779d4,delivered,2018-03-27 14:29:03,2018-03-27 14:47:43,2018-03-29 01:14:42,2018-04-03 16:48:50,2018-04-24 00:00:00
9aec4e1ae90b23c7bf2d2b3bfafbd943,e7d6802668de6e74d0d6c56565bf2a24,delivered,2017-10-02 15:49:23,2017-10-02 16:05:19,2017-10-09 21:33:34,2017-10-11 17:11:54,2017-10-24 00:00:00
9f5054bd9a3c71702aa0917a7da29193,cb87122c4871e202777cf243fbea2d12,delivered,2017-10-05 09:13:21,2017-10-06 02:14:23,2017-10-09 19:22:42,2017-10-16 21:07:36,2017-11-09 00:00:00
a483ffe0ce133740ab12ebcba8a3ccf9,e2f063c52fa92b54f186c62b90699c10,delivered,2018-01-10 14:16:10,2018-01-10 14:29:14,2018-01-13 00:47:56,2018-01-19 10:16:08,2018-01-31 00:00:00
ca3625898fbd48669d50701aba51cd5f,0d861a5e4dd6a9079d89e1330848f0ab,delivered,2018-08-12 02:11:20,2018-08-12 02:25:07,2018-08-13 11:15:00,2018-08-21 12:18:48,2018-09-13 00:00:00
e8fa22c3673b1dd17ea315021b1f0f61,1ff773612ab8934db89fd5afa8afe506,delivered,2018-04-19 13:54:06,2018-04-20 07:15:19,2018-04-24 16:08:50,2018-05-03 16:39:41,2018-05-22 00:00:00
f60ce04ff8060152c83c7c97e246d6a8,78fc46047c4a639e81ff65f0396e02fe,delivered,2017-11-28 22:24:18,2017-11-28 22:31:34,2017-11-29 19:48:33,2017-12-04 22:22:20,2017-12-18 00:00:00
f80549a97eb203e1566e026ab66f045b,4a60b2ce1ee8c7b828e4bbcca5b86b41,delivered,2017-09-12 10:31:42,2017-09-13 03:15:47,2017-09-19 13:32:36,2017-09-26 15:25:15,2017-09-28 00:00:00
c52c7fbe316b5b9d549e8a25206b8a1f,88324c93ce11436ae046563bf0da285c,delivered,2018-03-19 18:58:49,2018-03-21 15:15:35,2018-03-22 00:11:41,2018-03-28 17:45:55,2018-04-11 00:00:00
f368c3e5edb7b7db5296654ed37464b2,f4d64a735d1f90f13a057ca7f7b5ff87,delivered,2017-11-17 19:46:56,2017-11-18 19:45:55,2017-11-23 20:19:01,2017-11-27 16:52:08,2017-12-07 00:00:00
f5aa338a071dcf7d23d8e6b116bfcab5,da2060eb547f7d8c1753879cbf5c4a02,delivered,2017-11-22 09:52:07,2017-11-24 03:10:32,2017-11-28 15:48:25,2017-12-01 21:03:34,2017-12-26 00:00:00
03caa2c082116e1d31e67e9ae3700499,1617b1357756262bfa56ab541c47bc16,delivered,2017-09-29 15:24:52,2017-10-02 15:28:20,2017-10-10 15:43:17,2017-10-17 18:22:29,2017-10-23 00:00:00
04993613aee4046caf92ea17b316dcfb,aeb3d464f6b83eecd79d6fd58d6208fb,delivered,2018-01-30 08:46:12,2018-02-01 02:52:44,2018-02-02 16:08:38,2018-02-07 10:54:52,2018-02-15 00:00:00
3cb5915708fd5b47246994508f858ffd,679f84ceb2ee4ca5bca0c3ea34647746,delivered,2017-11-16 14:36:08,2017-11-18 02:29:03,2017-11-21 10:15:36,2017-12-06 18:42:29,2017-12-11 00:00:00
4affd1928d3900a415e9886a179d5124,fd2ae8c714a773f85ef1b53fbebeda1f,delivered,2018-04-13 16:01:34,2018-04-17 05:50:20,2018-04-24 00:16:31,2018-04-30 12:27:48,2018-05-23 00:00:00
612d140e314dab491efb33ec8219c2ee,f6af2b95b6be76fe88673d0a62a7db2f,delivered,2017-10-18 13:34:48,2017-10-20 02:49:40,2017-10-20 19:23:06,2017-10-25 16:36:09,2017-11-06 00:00:00
848b0561d4bc26f57b288a5004f38683,4a38bf3ad3990d95c2c132f5bf530b95,delivered,2017-11-27 19:06:12,2017-11-27 19:19:02,2017-11-28 17:29:06,2017-12-05 13:48:54,2017-12-20 00:00:00
9a2b443dc8e6673e4fc330b3ea033569,20c93357daf05d1c3a092be59aea2c2b,delivered,2018-04-13 10:09:10,2018-04-17 05:50:06,2018-04-17 16:54:45,2018-04-23 23:22:07,2018-05-08 00:00:00
be382a9e1ed25128148b97d6bfdb21af,0c792d32a3251b4f69dae8646dfbedbc,delivered,2017-11-04 17:29:15,2017-11-07 16:31:17,2017-11-21 14:22:28,2017-11-23 20:28:46,2017-12-01 00:00:00
0c82a229fc22597c2361656cba8d3230,9ae4bf2bb990fa503baa7e1feaf6f60e,delivered,2018-05-15 16:10:38,2018-05-15 16:35:56,2018-05-16 13:20:00,2018-05-17 14:51:28,2018-06-01 00:00:00
1c11d0f4353b31ac3417fbfa5f0f2a8a,50920f8cd0681fd86ebe93670c8fe52e,delivered,2018-01-27 11:28:32,2018-01-29 11:35:23,2018-01-29 21:52:41,2018-02-16 16:26:53,2018-03-05 00:00:00
1c437b4d4326d36b71e91dd7a7c2c4f6,708761cac9260fe06a7ac1e921379700,delivered,2018-04-10 10:03:12,2018-04-10 10:15:13,2018-04-14 00:12:14,2018-04-30 18:54:43,2018-05-10 00:00:00
3e6f06c624c7f67d6a0710e39ca97f2b,3588bfafc0f566f932f95f707e3a428a,delivered,2017-08-23 13:43:10,2017-08-23 14:35:31,2017-08-28 17:56:33,2017-08-31 19:25:53,2017-09-13 00:00:00
487e6e67e10e5756f886f5994439c22f,6c7aa7f4eee619102606e20914da066a,delivered,2018-06-04 15:29:14,2018-06-04 15:51:50,2018-06-05 13:41:00,2018-06-06 21:38:43,2018-07-05 00:00:00
62073ec6b54b8e6322037fc0f3591ad3,368f207cdc8f5c93a2b2a5d4cce96ba8,delivered,2018-04-02 12:22:06,2018-04-03 20:29:09,2018-04-17 22:46:22,2018-04-24 20:36:50,2018-05-10 00:00:00
77df84f9195be22a4e9cb72ca9e8b4c2,1205480caca6c37f55954da838933b8a,delivered,2018-08-16 04:29:53,2018-08-16 04:44:00,2018-08-16 16:21:00,2018-08-17 13:21:18,2018-09-18 00:00:00
7b598857cddf46a156640f69f70a6e6d,a215ee5514ab937a137a58f476f4ec71,delivered,2018-07-25 01:12:50,2018-07-25 01:25:07,2018-08-02 12:44:00,2018-08-09 22:58:38,2018-08-24 00:00:00
7d8f5bfd5aff648220374a2df62e84d5,a67a246af6ba598a14cc86df3c0354ee,delivered,2018-05-12 22:27:38,2018-05-12 22:50:11,2018-05-17 12:28:00,2018-06-01 19:07:48,2018-06-20 00:00:00
83f0c4c6b1a3c31214ca8266dc888258,17f9863585a471e9ffe77c4d4f26ecea,delivered,2018-01-27 00:10:10,2018-01-27 00:18:24,2018-02-09 13:09:34,2018-02-21 23:33:12,2018-03-09 00:00:00
895dce73de79888b14581541cf3a811b,ae546948bceb228b6f6a1980f9c28aca,delivered,2017-10-27 13:26:59,2017-10-27 13:48:09,2017-10-30 21:07:01,2017-11-06 17:51:29,2017-11-17 00:00:00
8dd554aaa8e7d61ddde56ba4189c780f,3a6be57061ebc68cc00b74186fe7ce5c,delivered,2018-01-30 09:51:29,2018-01-30 10:14:48,2018-01-31 13:04:07,2018-02-20 15:25:00,2018-03-07 00:00:00
9bdf94af058f959fbc09c3ea1eb32465,64ece241ae357ffb4989f7970a6f6adf,delivered,2018-04-19 11:17:55,2018-04-19 11:49:24,2018-04-20 21:56:46,2018-04-21 13:19:13,2018-05-08 00:00:00
ad850e69fce9a512ada84086651a2e7d,30bb84b541c96af98ba7d90b9ebf35d0,delivered,2017-11-21 17:23:04,2017-11-23 02:36:26,2017-11-23 20:38:26,2017-12-07 14:47:05,2017-12-13 00:00:00
c33368133f0a06d3c803f11e48f17309,046219c81738d6ee539ff6c04faa8575,delivered,2017-11-11 21:39:07,2017-11-11 21:50:37,2017-11-14 22:06:46,2017-11-27 14:32:22,2017-12-12 00:00:00
cd51709c98c738351915f79c4318675e,c455144b0c6e78f2574b7a92f22342cf,delivered,2018-01-30 16:10:05,2018-01-30 16:34:49,2018-02-01 19:49:46,2018-02-02 20:42:18,2018-02-15 00:00:00
dc3adcf742779e0c8eb5bd587ed4ec57,a828c4f615a8dd8518659d867b3012bd,delivered,2017-11-25 12:14:42,2017-11-25 12:32:23,2017-11-28 20:39:01,2017-12-13 09:32:16,2017-12-15 00:00:00
dc43adc8cf44306503fd3db002d5db5f,9608550726f0135e52d3d72c08783afa,delivered,2017-05-19 14:45:14,2017-05-20 11:05:30,2017-05-25 09:21:37,2017-05-30 02:12:25,2017-06-08 00:00:00
df13cbaf3230c62a4b582317936e8a39,932289aae7b7195bc53d4c640ea071f4,delivered,2018-07-08 11:25:34,2018-07-08 11:45:37,2018-07-10 14:57:00,2018-07-13 22:04:38,2018-07-27 00:00:00
df36d28de846593cdbc153e28f195cd5,2f6d72365267ce6048d9bbc1a9bd977e,delivered,2018-04-19 20:53:13,2018-04-19 22:11:43,2018-04-23 22:48:32,2018-04-24 16:08:36,2018-05-08 00:00:00
e332eda82fe7ca4e86daf4f71ca785df,159132ab31eb3c8a1061ed18967f720b,delivered,2018-06-05 14:38:19,2018-06-06 14:34:40,2018-06-06 15:24:00,2018-06-11 17:38:42,2018-07-11 00:00:00
e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24 00:00:00
03aba68b07658f28f29612641f08d4ba,a7ab31829dc9a10f37e82b1e1afd26b6,delivered,2018-08-08 14:27:15,2018-08-09 08:50:17,2018-08-14 18:00:00,2018-08-21 15:33:32,2018-08-27 00:00:00
055cf2a6f9343f99acdb5e8f70e49bd8,fe1ec043760b798cc34fc8cc717753cd,delivered,2018-05-18 15:33:46,2018-05-19 16:19:11,2018-05-22 08:00:00,2018-06-04 19:18:35,2018-06-13 00:00:00
05d30aafa32e3fedf6eafb2e75648eec,2142bf7ae61478494829dbaa1694eba2,delivered,2017-04-27 10:17:51,2017-04-27 10:30:10,2017-04-28 10:39:18,2017-05-08 08:23:55,2017-05-29 00:00:00
06b8cdbbc86d64ea69af76036c523827,9f1ad46564d73464434b221ba6ba08f4,delivered,2018-07-19 04:33:57,2018-07-19 05:20:06,2018-07-19 14:49:00,2018-07-20 19:21:42,2018-07-31 00:00:00
090ece27665c1cc89eda287f8e834e11,97f6f6eb7e2173cf88b0dd5b78b80070,delivered,2017-10-30 18:25:17,2017-10-30 21:31:40,2017-11-01 17:57:45,2017-11-06 18:58:26,2017-11-16 00:00:00
0b0809b2b64511c62fb745fb8b465cc9,56d6082f14bf0030bbc257ee81aaed82,delivered,2018-07-01 17:47:38,2018-07-01 17:55:13,2018-07-04 14:34:00,2018-07-06 17:22:09,2018-07-24 00:00:00
0ec20feeac30045e916578f17c2085e2,b87e0079d0d0c17a5ce63aadb9eae6d9,delivered,2018-08-16 13:12:38,2018-08-16 13:30:08,2018-08-17 13:21:00,2018-08-23 21:04:26,2018-09-18 00:00:00
0ecc87706e05dcabbbfe5aa29767e9d0,e8d6d155e9cb014bd1c2db488b6746e1,delivered,2017-11-01 10:43:33,2017-11-02 02:15:45,2017-11-07 22:41:12,2017-11-16 17:48:34,2017-11-27 00:00:00
0ef8215c9266b279249871d0af611e2c,9c8e51447d07719ca9d78cbaad9fea43,delivered,2018-04-14 08:43:15,2018-04-14 09:31:18,2018-04-16 21:32:32,2018-04-24 19:44:23,2018-05-08 00:00:00
0f597abb3c3850157138723eceba3f1c,444f829ae8a3aba7097ee7e14902987b,delivered,2018-03-14 19:08:26,2018-03-15 21:49:22,2018-03-16 23:32:25,2018-04-18 12:41:36,2018-04-09 00:00:00
0f8532e6a9c1e86b215fda5c13f37fad,48c83ab1910a8d95f8702dde180d658b,delivered,2017-05-08 14:59:40,2017-05-10 02:42:28,2017-05-19 17:52:05,2017-05-24 13:25:09,2017-05-29 00:00:00
11e75c2a931a2968007c44bddf001102,1b8ede5a4791e27daf584a5ec611f7d7,delivered,2018-03-16 11:03:07,2018-03-16 11:15:40,2018-03-22 14:18:21,2018-03-27 21:49:55,2018-04-09 00:00:00
1349d7f4ec671ded42f2360828965692,a9568489e5db4fb0153e27a71f4bc3f5,delivered,2018-07-18 07:41:58,2018-07-18 07:55:15,2018-07-18 13:43:00,2018-07-23 21:39:38,2018-08-02 00:00:00
1446ae966d68c3abad1ca3a3ce58033e,222e4c4d91c814cafc5badfe6a02c574,delivered,2018-04-27 15:52:45,2018-04-28 15:51:30,2018-05-15 07:40:00,2018-05-21 18:42:02,2018-05-30 00:00:00
17784b9fbb37fb0bdc230d8ed6f6b355,023cf83ac35d703a6f3c1b31bcf844d5,delivered,2018-03-08 19:06:08,2018-03-09 19:08:21,2018-03-12 23:27:21,2018-03-23 15:08:41,2018-04-04 00:00:00
17ca01c238bad17cd6c09179888b6d7f,6b7952531c69a1aa023c64d547ed6af6,delivered,2018-07-31 15:08:53,2018-07-31 16:31:39,2018-08-02 12:53:00,2018-08-03 12:02:47,2018-08-08 00:00:00
186e84bd74bc46e35d08618b33f828f1,234e3041fff1dc27bff9ddc5a7bbc7c6,delivered,2018-06-29 16:17:30,2018-06-29 16:30:13,2018-07-03 11:11:00,2018-07-12 18:31:43,2018-07-31 00:00:00
1a6b9a764637acbc39e1624a2211f548,e43a8c4a2cacc15e45d6a73beb2ee7e8,delivered,2018-08-07 09:18:41,2018-08-08 03:30:22,2018-08-17 16:56:00,2018-08-23 20:48:46,2018-08-21 00:00:00
1a9543c90f188e2e4fb14327ad4a9c9b,b7c889215de76857c7967c1011125d2d,delivered,2018-01-30 15:28:21,2018-01-31 15:30:30,2018-02-16 16:28:33,2018-03-16 20:03:53,2018-03-13 00:00:00
1b9c491d2bd15c21c2e2cfdda8769335,5c62fdf1110532d6dfc480eb049daf59,processing,2017-10-17 16:35:33,2017-10-19 02:49:21,,,2017-11-14 00:00:00
1baafdbda29613148a2517059b996b95,496b6a69dc3a20cc0ea64bea9e1328c9,delivered,2018-03-05 18:58:11,2018-03-07 02:15:56,2018-03-14 16:52:40,2018-03-28 19:42:28,2018-04-11 00:00:00
1daecbe2a13ab0881c418e978f1e08c1,b751fcae2274aac027b38ae2b7e8b009,delivered,2017-10-18 12:36:56,2017-10-18 12:49:41,2017-10-18 19:42:38,2017-10-19 15:32:12,2017-10-30 00:00:00
200f4d883fcc701355e46b8c6035743f,8c4bcd3c3737198f62421c18e0348554,delivered,2017-01-15 23:25:23,2017-01-17 03:22:00,2017-01-20 11:05:59,2017-01-27 10:32:30,2017-03-13 00:00:00
201183426051cfc62c56f2414b2480e3,23a9e5fb434a3b654f4195d3e856d79a,delivered,2018-08-01 17:48:17,2018-08-02 05:05:13,2018-08-10 19:05:00,2018-08-11 15:18:29,2018-08-06 00:00:00
2455cbeb73fd04b170ca2504662f95ce,5e312b0d9bf5c91599eb42120e633b19,delivered,2017-06-20 12:39:46,2017-06-22 02:25:20,2017-06-26 15:33:02,2017-06-30 12:41:24,2017-07-12 00:00:00
266f9c3f364a7ef351edb998487ae783,ceb5e349cb72fe8e5baf15d9929e7e27,delivered,2018-03-05 12:30:40,2018-03-05 12:49:07,2018-03-06 16:57:50,2018-04-04 19:03:02,2018-03-28 00:00:00
26ef358c39e6d1537243a3ede175c8c0,982b5a55e0c254aad4e8a083ed3e2072,delivered,2018-05-09 11:07:14,2018-05-09 11:34:56,2018-05-10 15:17:00,2018-05-17 15:52:09,2018-05-23 00:00:00
2793a15df4b2130bcdbe0f125eee15ea,620b70aca29bc1d6c4189c3f33a8667e,delivered,2018-03-05 10:51:31,2018-03-05 11:15:39,2018-03-06 20:57:38,2018-03-10 00:52:20,2018-03-23 00:00:00
28cf49bbfe2683759d3cf866b7fda22f,94a265c7d6fa0389f4fec04d4eae8b66,delivered,2018-01-20 15:47:45,2018-01-20 16:00:35,2018-01-30 18:22:41,2018-02-09 17:35:37,2018-02-19 00:00:00
29f49e25d09d4c903d8b17278b5e59bf,134c4f058da5373cdb64f3b4d0c2f90a,delivered,2018-01-29 17:44:02,2018-02-03 23:31:44,2018-02-01 10:42:12,2018-02-16 18:56:33,2018-02-20 00:00:00
2a3251c95a3d5c57ed230021faa588a0,d59025c30cdd8d747f2acfa5fdc2925a,delivered,2018-03-25 10:28:16,2018-03-25 10:47:51,2018-04-06 17:21:06,2018-04-18 23:28:43,2018-04-27 00:00:00
2b4d04cfb81d2dbb1ab48f9e2a7ac6b9,08a0a61f98f22952682f7e463ef2d43e,delivered,2018-03-16 09:18:35,2018-03-17 02:40:31,2018-03-19 23:58:53,2018-03-23 21:54:48,2018-04-04 00:00:00
2bb6b9ebbb0ae5423d46be8e62e09538,44566495148f3f497992e83442761f82,delivered,2017-09-27 09:32:58,2017-09-27 09:49:46,2017-10-02 20:33:23,2017-10-13 20:44:15,2017-10-24 00:00:00
2c3cc72ee484cfd2c93077c0dcb18c06,82500d3c1556dca1dec4cd8ff1650285,delivered,2017-06-12 11:00:50,2017-06-13 04:43:10,2017-06-16 14:57:55,2017-06-27 14:04:45,2017-07-11 00:00:00
2c52a5a630ca9e849ec5fad8932bab44,6aba59b1c67fe19d82c9e2c568ad4872,delivered,2017-03-16 14:41:46,2017-03-16 14:41:46,2017-03-17 15:34:47,2017-04-05 13:43:51,2017-05-16 00:00:00
2cc9089445046817a7539d90805e6e5a,05455dfa7cd02f13d132aa7a6a9729c6,delivered,2017-11-24 11:03:35,2017-11-28 12:55:46,2017-12-06 11:52:14,2017-12-13 12:16:02,2017-12-22 00:00:00
2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11 00:00:00
2e8644b6852a0e75700c764e182ddbbe,9bd92695f99895ea3782608dea8cbda7,delivered,2018-06-09 21:46:58,2018-06-09 22:19:00,2018-06-11 12:47:00,2018-06-14 15:03:46,2018-07-05 00:00:00
2efe3d3b0ddc295d2ce1c43f021078cb,ffbd58aa41cbab07f08190801e939f59,delivered,2018-07-29 16:19:56,2018-08-01 16:31:29,2018-08-21 16:19:00,2018-08-23 15:22:46,2018-08-07 00:00:00
30a022caf1ba5b86f28124ed216c859f,796ce94893586f6db66268eab548a442,delivered,2018-03-06 22:50:41,2018-03-06 23:09:15,2018-03-09 17:36:26,2018-03-20 17:24:41,2018-04-17 00:00:00
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18 00:00:00
3263e5243c28ebe706f7500cf88054ad,d2cb62917a62d79c9eaa46bdd9d374a5,delivered,2018-04-22 18:16:11,2018-04-24 19:04:58,2018-04-23 19:31:49,2018-04-26 19:48:45,2018-05-16 00:00:00
32e761ce606f7a8625682e65990b94ed,d7ee3bfb60f039d94e21001ab6a9a7af,delivered,2018-03-26 07:29:31,2018-03-26 07:47:22,2018-03-26 21:49:04,2018-03-27 23:58:36,2018-04-06 00:00:00
3304c0c857a9c77a201a551f5a3cacb8,5a47dac0d86df8b85578ff714c28b4f3,delivered,2017-05-04 12:57:21,2017-05-04 13:10:46,2017-05-05 11:50:12,2017-05-08 10:27:31,2017-05-25 00:00:00
35990049382e07dba1a9ef3550cad655,0179f2f4c32e0b0c2a4cb0d57e7d5a26,delivered,2018-05-10 19:22:34,2018-05-10 19:37:39,2018-05-11 13:11:00,2018-05-17 20:16:07,2018-06-12 00:00:00
35edfe0ed82ffa12bb88c0395209e513,7c6fd9b4e86393049fa65ba80b721759,delivered,2017-12-19 23:30:24,2017-12-20 00:33:47,2017-12-21 22:52:06,2017-12-22 19:53:21,2018-01-08 00:00:00
3613892d0bff9156e733d4f86a1cd12b,94dd8366ec790734b50b0d346e5a1cb6,delivered,2018-04-16 21:26:23,2018-04-16 21:35:29,2018-04-30 13:44:00,2018-05-04 14:41:39,2018-05-11 00:00:00
37311087440803cc1960343121d1de26,1fc148759f50ec10a03421aaf5efd89b,delivered,2018-03-19 16:39:27,2018-03-20 03:15:29,2018-03-20 18:58:38,2018-03-26 16:05:28,2018-04-05 00:00:00
3990f96693d321ac142fff312bf3706a,6c44a903274653cddb1df3bcb05ac71f,delivered,2018-07-08 16:13:13,2018-07-08 16:25:33,2018-07-09 12:02:00,2018-07-11 11:28:38,2018-08-15 00:00:00
39f9559c0533f3ea56143c01bfdd7d9c,1d61114ff988a568ad5b62da890926ed,delivered,2017-03-07 16:20:35,2017-03-09 02:55:26,2017-03-10 14:12:58,2017-03-24 11:33:13,2017-04-07 00:00:00
3c74b996c9db669050e3daf79f49d71d,00426311a53f3c052943c88b692a3be2,delivered,2017-12-13 15:35:25,2017-12-13 15:50:31,2017-12-18 19:09:30,2017-12-26 19:52:08,2018-01-15 00:00:00
3caf6c286c8cde37ea9c0fb2da0e3169,c8b8fc6a174f7e78125428ff2e452cca,delivered,2018-06-11 09:37:23,2018-06-12 05:15:58,2018-06-13 10:25:00,2018-06-19 16:18:43,2018-07-13 00:00:00
3cc744d9a46682c354778726d30e384f,52fbd9fb0561eb0384eb3e5649d2a640,delivered,2017-10-25 00:25:07,2017-10-25 00:56:57,2017-10-31 20:42:35,2017-11-07 19:31:57,2017-11-17 00:00:00
3e073b27114fe955e184db124d34a566,6ad78e330d6e0f3dfc471115f17371ea,delivered,2018-08-07 16:35:35,2018-08-08 14:10:16,2018-08-13 15:35:00,2018-08-21 17:18:55,2018-09-19 00:00:00
3e141e345041b9a2a2648dca90d431c7,a7acf0a4c0a4d6ea3d93b47a489219c6,delivered,2018-01-03 21:20:26,2018-01-03 21:29:22,2018-01-09 19:39:12,2018-01-11 17:17:01,2018-01-19 00:00:00
3e7bc2221b2c46fafa06f741386784fc,f651fadf067034d6d5a186390b45289a,delivered,2017-07-12 22:10:05,2017-07-12 22:25:14,2017-07-18 16:57:53,2017-07-24 19:27:37,2017-08-03 00:00:00
3e9bdc72197be8d2881273a27efc207d,58c6845f76a94d9d8413b051ae4c9d46,delivered,2018-07-31 10:27:34,2018-07-31 11:04:39,2018-08-01 13:42:00,2018-08-03 22:37:50,2018-08-07 00:00:00
3edb50273f0fec7a7e340030467076bc,fac377fcf30218090635992d2467f12e,delivered,2018-01-16 14:56:56,2018-01-17 14:51:26,2018-02-07 14:58:29,2018-02-09 20:16:37,2018-01-31 00:00:00
3f744e5030fb02e02651eb31d5204878,1bdc548fd755c5d81e0e9ddcff5483c8,delivered,2018-07-31 13:52:24,2018-08-01 03:31:42,2018-08-02 06:57:00,2018-08-07 22:32:47,2018-08-20 00:00:00
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,2018-05-23 02:55:11,2018-05-23 12:50:00,2018-06-06 20:11:26,2018-07-13 00:00:00
44c536f6ba15a4faf44a3b9aa9ee803b,87bbde35e6649328410a77cc82036709,delivered,2018-04-27 08:10:30,2018-04-28 08:13:24,2018-04-30 13:52:00,2018-05-07 22:04:29,2018-05-23 00:00:00
44ca3a6e88412fa58bacabe95656aa63,99c1966fdb2c3e60517a68e87ef4a1e0,delivered,2018-06-18 20:51:49,2018-06-19 20:56:32,2018-06-20 11:59:00,2018-06-27 15:04:50,2018-07-24 00:00:00
45ece9d703e8c043b9e825c88a00c561,5684d5bc5f337269ce0f7b6c40ef2ad6,delivered,2017-03-07 13:38:52,2017-03-09 02:35:33,2017-03-15 16:44:38,2017-03-17 09:11:59,2017-03-24 00:00:00
468c8b5d4cee2be214b52f9602980779,452b4efdbe9336436e03596e054a65d7,delivered,2017-05-09 14:05:07,2017-05-11 04:05:24,2017-05-16 12:28:08,2017-05-22 09:37:50,2017-05-29 00:00:00
